,player,window_start,window_end,pop_count,score_in_window
4843,Bugs_Bunny,2025-02-05 14:33:10+00:00,2025-02-05 14:33:20+00:00,2,85
4844,Scooby_Doo,2025-02-05 14:25:50+00:00,2025-02-05 14:26:00+00:00,1,60
4845,Pikachu,2025-02-05 14:17:00+00:00,2025-02-05 14:17:10+00:00,3,300
4846,Jerry,2025-02-05 14:13:50+00:00,2025-02-05 14:14:00+00:00,1,45
4847,Mickey,2025-02-05 13:53:10+00:00,2025-02-05 13:53:20+00:00,3,240
4848,Homer_Simpson,2025-02-05 13:46:40+00:00,2025-02-05 13:46:50+00:00,1,75
4849,Homer_Simpson,2025-02-05 13:31:50+00:00,2025-02-05 13:32:00+00:00,2,100
4850,Scooby_Doo,2025-02-05 13:31:40+00:00,2025-02-05 13:31:50+00:00,2,95
4851,Bugs_Bunny,2025-02-05 13:26:50+00:00,2025-02-05 13:27:00+00:00,1,30
4852,Homer_Simpson,2025-02-05 13:20:00+00:00,2025-02-05 13:20:10+00:00,1,40
4853,Jerry,2025-02-05 13:13:10+00:00,2025-02-05 13:13:20+00:00,2,70
4854,Pikachu,2025-02-05 13:12:20+00:00,2025-02-05 13:12:30+00:00,1,50
4855,Homer_Simpson,2025-02-05 13:10:20+00:00,2025-02-05 13:10:30+00:00,1,60
4856,Tom,2025-02-05 13:00:50+00:00,2025-02-05 13:01:00+00:00,1,45
4857,Scooby_Doo,2025-02-05 12:58:40+00:00,2025-02-05 12:58:50+00:00,3,155
4858,Bugs_Bunny,2025-02-05 12:55:10+00:00,2025-02-05 12:55:20+00:00,1,45
4859,SpongeBob,2025-02-05 12:31:20+00:00,2025-02-05 12:31:30+00:00,1,50
4860,Jerry,2025-02-05 12:19:00+00:00,2025-02-05 12:19:10+00:00,3,130
4861,Mickey,2025-02-05 12:17:30+00:00,2025-02-05 12:17:40+00:00,1,100
4862,Homer_Simpson,2025-02-05 12:16:30+00:00,2025-02-05 12:16:40+00:00,1,60
4863,Jerry,2025-02-05 12:06:50+00:00,2025-02-05 12:07:00+00:00,2,85
4864,Scooby_Doo,2025-02-05 12:04:30+00:00,2025-02-05 12:04:40+00:00,1,60
4865,Doraemon,2025-02-05 11:29:30+00:00,2025-02-05 11:29:40+00:00,2,115
4866,Mickey,2025-02-05 11:29:10+00:00,2025-02-05 11:29:20+00:00,2,180
4867,Homer_Simpson,2025-02-05 11:28:20+00:00,2025-02-05 11:28:30+00:00,1,50
4868,Scooby_Doo,2025-02-05 11:16:20+00:00,2025-02-05 11:16:30+00:00,1,60
4869,SpongeBob,2025-02-05 11:15:10+00:00,2025-02-05 11:15:20+00:00,3,200
4870,Bugs_Bunny,2025-02-05 11:10:20+00:00,2025-02-05 11:10:30+00:00,1,45
4871,Bugs_Bunny,2025-02-05 14:45:20+00:00,2025-02-05 14:45:30+00:00,1,30
4872,Scooby_Doo,2025-02-05 14:44:20+00:00,2025-02-05 14:44:30+00:00,3,130
4873,Doraemon,2025-02-05 14:33:10+00:00,2025-02-05 14:33:20+00:00,1,70
4874,SpongeBob,2025-02-05 14:31:20+00:00,2025-02-05 14:31:30+00:00,2,150
4875,Pikachu,2025-02-05 13:43:00+00:00,2025-02-05 13:43:10+00:00,1,50
4876,Doraemon,2025-02-05 13:26:50+00:00,2025-02-05 13:27:00+00:00,1,45
4877,Homer_Simpson,2025-02-05 13:25:50+00:00,2025-02-05 13:26:00+00:00,1,75
4878,Tom,2025-02-05 13:23:20+00:00,2025-02-05 13:23:30+00:00,1,60
4879,Tom,2025-02-05 13:20:40+00:00,2025-02-05 13:20:50+00:00,2,90
4880,Tom,2025-02-05 13:19:50+00:00,2025-02-05 13:20:00+00:00,2,105
4881,Doraemon,2025-02-05 13:07:20+00:00,2025-02-05 13:07:30+00:00,2,145
4882,Pikachu,2025-02-05 13:05:10+00:00,2025-02-05 13:05:20+00:00,3,195
4883,SpongeBob,2025-02-05 13:02:40+00:00,2025-02-05 13:02:50+00:00,1,50
4884,Tom,2025-02-05 13:02:00+00:00,2025-02-05 13:02:10+00:00,1,45
4885,Doraemon,2025-02-05 12:55:10+00:00,2025-02-05 12:55:20+00:00,2,120
4886,SpongeBob,2025-02-05 12:52:10+00:00,2025-02-05 12:52:20+00:00,1,100
4887,SpongeBob,2025-02-05 12:40:40+00:00,2025-02-05 12:40:50+00:00,1,50
4888,Mickey,2025-02-05 12:38:00+00:00,2025-02-05 12:38:10+00:00,3,170
4889,Jerry,2025-02-05 12:34:40+00:00,2025-02-05 12:34:50+00:00,1,80
4890,Doraemon,2025-02-05 12:08:20+00:00,2025-02-05 12:08:30+00:00,3,215
4891,Tom,2025-02-05 12:06:30+00:00,2025-02-05 12:06:40+00:00,1,45
4892,Scooby_Doo,2025-02-05 11:56:10+00:00,2025-02-05 11:56:20+00:00,1,35
4893,Scooby_Doo,2025-02-05 11:41:10+00:00,2025-02-05 11:41:20+00:00,1,60
4894,SpongeBob,2025-02-05 11:38:50+00:00,2025-02-05 11:39:00+00:00,1,75
4895,Scooby_Doo,2025-02-05 11:17:50+00:00,2025-02-05 11:18:00+00:00,1,35
4896,Scooby_Doo,2025-02-05 11:15:20+00:00,2025-02-05 11:15:30+00:00,1,35
4897,Tom,2025-02-05 11:13:20+00:00,2025-02-05 11:13:30+00:00,2,125
4898,Doraemon,2025-02-05 11:10:20+00:00,2025-02-05 11:10:30+00:00,1,50
4899,Tom,2025-02-05 11:06:10+00:00,2025-02-05 11:06:20+00:00,1,45
4900,Mickey,2025-02-05 11:05:10+00:00,2025-02-05 11:05:20+00:00,1,100
4901,Scooby_Doo,2025-02-05 14:35:30+00:00,2025-02-05 14:35:40+00:00,1,35
4902,Mickey,2025-02-05 14:34:40+00:00,2025-02-05 14:34:50+00:00,1,100
4903,Tom,2025-02-05 14:28:30+00:00,2025-02-05 14:28:40+00:00,1,80
4904,Pikachu,2025-02-05 14:20:00+00:00,2025-02-05 14:20:10+00:00,3,155
4905,Doraemon,2025-02-05 14:08:00+00:00,2025-02-05 14:08:10+00:00,3,215
4906,Bugs_Bunny,2025-02-05 14:07:50+00:00,2025-02-05 14:08:00+00:00,1,40
4907,Homer_Simpson,2025-02-05 13:59:40+00:00,2025-02-05 13:59:50+00:00,1,50
4908,Bugs_Bunny,2025-02-05 13:58:50+00:00,2025-02-05 13:59:00+00:00,1,45
4909,Pikachu,2025-02-05 13:55:50+00:00,2025-02-05 13:56:00+00:00,3,170
4910,Homer_Simpson,2025-02-05 13:48:30+00:00,2025-02-05 13:48:40+00:00,1,50
4911,Scooby_Doo,2025-02-05 13:43:40+00:00,2025-02-05 13:43:50+00:00,3,150
4912,Homer_Simpson,2025-02-05 13:42:10+00:00,2025-02-05 13:42:20+00:00,1,50
4913,SpongeBob,2025-02-05 13:40:30+00:00,2025-02-05 13:40:40+00:00,2,120
4914,Scooby_Doo,2025-02-05 13:30:00+00:00,2025-02-05 13:30:10+00:00,2,110
4915,Jerry,2025-02-05 13:16:50+00:00,2025-02-05 13:17:00+00:00,1,35
4916,Tom,2025-02-05 13:13:00+00:00,2025-02-05 13:13:10+00:00,1,45
4917,Pikachu,2025-02-05 12:43:00+00:00,2025-02-05 12:43:10+00:00,3,225
4918,Doraemon,2025-02-05 12:40:30+00:00,2025-02-05 12:40:40+00:00,1,60
4919,Bugs_Bunny,2025-02-05 12:38:50+00:00,2025-02-05 12:39:00+00:00,2,180
4920,SpongeBob,2025-02-05 12:36:30+00:00,2025-02-05 12:36:40+00:00,2,105
4921,Pikachu,2025-02-05 12:04:50+00:00,2025-02-05 12:05:00+00:00,1,50
4922,Mickey,2025-02-05 12:00:50+00:00,2025-02-05 12:01:00+00:00,1,80
4923,Tom,2025-02-05 11:48:10+00:00,2025-02-05 11:48:20+00:00,2,120
4924,Tom,2025-02-05 11:38:30+00:00,2025-02-05 11:38:40+00:00,1,75
4925,Pikachu,2025-02-05 11:36:00+00:00,2025-02-05 11:36:10+00:00,1,50
4926,Doraemon,2025-02-05 11:32:40+00:00,2025-02-05 11:32:50+00:00,1,70
4927,SpongeBob,2025-02-05 11:27:30+00:00,2025-02-05 11:27:40+00:00,2,95
4928,Tom,2025-02-05 11:25:50+00:00,2025-02-05 11:26:00+00:00,1,40
4929,Mickey,2025-02-05 11:08:30+00:00,2025-02-05 11:08:40+00:00,1,100
4930,Mickey,2025-02-05 14:44:40+00:00,2025-02-05 14:44:50+00:00,1,100
4931,Mickey,2025-02-05 14:40:20+00:00,2025-02-05 14:40:30+00:00,1,100
4932,Pikachu,2025-02-05 14:39:20+00:00,2025-02-05 14:39:30+00:00,2,110
4933,Pikachu,2025-02-05 14:36:50+00:00,2025-02-05 14:37:00+00:00,3,160
4934,Bugs_Bunny,2025-02-05 14:28:30+00:00,2025-02-05 14:28:40+00:00,1,45
4935,Homer_Simpson,2025-02-05 14:21:40+00:00,2025-02-05 14:21:50+00:00,1,50
4936,SpongeBob,2025-02-05 14:16:30+00:00,2025-02-05 14:16:40+00:00,1,50
4937,Scooby_Doo,2025-02-05 14:09:50+00:00,2025-02-05 14:10:00+00:00,2,115
4938,Tom,2025-02-05 14:07:50+00:00,2025-02-05 14:08:00+00:00,2,110
4939,Jerry,2025-02-05 14:03:10+00:00,2025-02-05 14:03:20+00:00,1,35
4940,Mickey,2025-02-05 14:02:10+00:00,2025-02-05 14:02:20+00:00,1,80
4941,SpongeBob,2025-02-05 13:59:50+00:00,2025-02-05 14:00:00+00:00,1,50
4942,Homer_Simpson,2025-02-05 13:50:10+00:00,2025-02-05 13:50:20+00:00,2,155
4943,Scooby_Doo,2025-02-05 13:50:00+00:00,2025-02-05 13:50:10+00:00,1,30
4944,SpongeBob,2025-02-05 13:47:30+00:00,2025-02-05 13:47:40+00:00,2,110
4945,Pikachu,2025-02-05 13:31:10+00:00,2025-02-05 13:31:20+00:00,2,145
4946,Jerry,2025-02-05 13:17:20+00:00,2025-02-05 13:17:30+00:00,1,50
4947,Bugs_Bunny,2025-02-05 13:13:00+00:00,2025-02-05 13:13:10+00:00,1,30
4948,Scooby_Doo,2025-02-05 13:06:40+00:00,2025-02-05 13:06:50+00:00,1,60
4949,Jerry,2025-02-05 12:48:30+00:00,2025-02-05 12:48:40+00:00,1,45
4950,Tom,2025-02-05 12:38:50+00:00,2025-02-05 12:39:00+00:00,4,250
4951,Doraemon,2025-02-05 12:34:50+00:00,2025-02-05 12:35:00+00:00,1,70
4952,Scooby_Doo,2025-02-05 12:19:10+00:00,2025-02-05 12:19:20+00:00,2,70
4953,Pikachu,2025-02-05 12:05:20+00:00,2025-02-05 12:05:30+00:00,1,50
4954,Scooby_Doo,2025-02-05 12:04:40+00:00,2025-02-05 12:04:50+00:00,2,120
4955,Homer_Simpson,2025-02-05 11:53:10+00:00,2025-02-05 11:53:20+00:00,1,40
4956,Doraemon,2025-02-05 11:51:10+00:00,2025-02-05 11:51:20+00:00,1,70
4957,Doraemon,2025-02-05 11:49:00+00:00,2025-02-05 11:49:10+00:00,3,215
4958,Bugs_Bunny,2025-02-05 11:48:10+00:00,2025-02-05 11:48:20+00:00,1,100
4959,Pikachu,2025-02-05 11:45:40+00:00,2025-02-05 11:45:50+00:00,2,160
4960,Bugs_Bunny,2025-02-05 11:38:30+00:00,2025-02-05 11:38:40+00:00,1,45
4961,Scooby_Doo,2025-02-05 11:29:40+00:00,2025-02-05 11:29:50+00:00,3,145
4962,SpongeBob,2025-02-05 11:26:30+00:00,2025-02-05 11:26:40+00:00,1,75
4963,Bugs_Bunny,2025-02-05 11:25:50+00:00,2025-02-05 11:26:00+00:00,1,45
4964,Mickey,2025-02-05 11:21:30+00:00,2025-02-05 11:21:40+00:00,1,80
4965,SpongeBob,2025-02-05 11:20:20+00:00,2025-02-05 11:20:30+00:00,3,150
4966,Scooby_Doo,2025-02-05 11:19:30+00:00,2025-02-05 11:19:40+00:00,1,60
4967,SpongeBob,2025-02-05 11:13:00+00:00,2025-02-05 11:13:10+00:00,1,50
4968,Tom,2025-02-05 15:00:10+00:00,2025-02-05 15:00:20+00:00,1,75
4969,Jerry,2025-02-05 14:47:50+00:00,2025-02-05 14:48:00+00:00,1,35
4970,SpongeBob,2025-02-05 14:46:20+00:00,2025-02-05 14:46:30+00:00,1,75
4971,Doraemon,2025-02-05 14:39:40+00:00,2025-02-05 14:39:50+00:00,1,45
4972,Pikachu,2025-02-05 14:38:50+00:00,2025-02-05 14:39:00+00:00,1,60
4973,Mickey,2025-02-05 14:35:00+00:00,2025-02-05 14:35:10+00:00,2,150
4974,Scooby_Doo,2025-02-05 14:33:50+00:00,2025-02-05 14:34:00+00:00,1,60
4975,Jerry,2025-02-05 14:24:40+00:00,2025-02-05 14:24:50+00:00,2,100
4976,Tom,2025-02-05 14:17:30+00:00,2025-02-05 14:17:40+00:00,1,45
4977,Bugs_Bunny,2025-02-05 13:55:10+00:00,2025-02-05 13:55:20+00:00,1,50
4978,Scooby_Doo,2025-02-05 13:54:30+00:00,2025-02-05 13:54:40+00:00,2,90
4979,Homer_Simpson,2025-02-05 13:47:00+00:00,2025-02-05 13:47:10+00:00,2,95
4980,Tom,2025-02-05 13:38:30+00:00,2025-02-05 13:38:40+00:00,1,45
4981,Homer_Simpson,2025-02-05 13:35:40+00:00,2025-02-05 13:35:50+00:00,1,75
4982,Pikachu,2025-02-05 13:30:50+00:00,2025-02-05 13:31:00+00:00,2,160
4983,Scooby_Doo,2025-02-05 13:30:20+00:00,2025-02-05 13:30:30+00:00,1,35
4984,Homer_Simpson,2025-02-05 13:12:30+00:00,2025-02-05 13:12:40+00:00,1,50
4985,Pikachu,2025-02-05 12:59:50+00:00,2025-02-05 13:00:00+00:00,3,195
4986,Pikachu,2025-02-05 12:57:50+00:00,2025-02-05 12:58:00+00:00,2,175
4987,Homer_Simpson,2025-02-05 12:51:20+00:00,2025-02-05 12:51:30+00:00,2,115
4988,Homer_Simpson,2025-02-05 12:41:50+00:00,2025-02-05 12:42:00+00:00,1,50
4989,Jerry,2025-02-05 12:41:40+00:00,2025-02-05 12:41:50+00:00,1,35
4990,Mickey,2025-02-05 12:41:00+00:00,2025-02-05 12:41:10+00:00,2,180
4991,Pikachu,2025-02-05 12:40:20+00:00,2025-02-05 12:40:30+00:00,3,150
4992,Homer_Simpson,2025-02-05 12:32:20+00:00,2025-02-05 12:32:30+00:00,1,75
4993,Tom,2025-02-05 12:16:40+00:00,2025-02-05 12:16:50+00:00,2,120
4994,Bugs_Bunny,2025-02-05 12:14:40+00:00,2025-02-05 12:14:50+00:00,1,30
4995,Tom,2025-02-05 12:05:10+00:00,2025-02-05 12:05:20+00:00,1,75
4996,Tom,2025-02-05 11:58:00+00:00,2025-02-05 11:58:10+00:00,1,45
4997,Jerry,2025-02-05 11:57:10+00:00,2025-02-05 11:57:20+00:00,1,75
4998,Homer_Simpson,2025-02-05 11:47:00+00:00,2025-02-05 11:47:10+00:00,3,185
4999,Doraemon,2025-02-05 11:30:20+00:00,2025-02-05 11:30:30+00:00,2,150
5000,Doraemon,2025-02-05 11:23:00+00:00,2025-02-05 11:23:10+00:00,2,150
5001,Pikachu,2025-02-05 11:10:30+00:00,2025-02-05 11:10:40+00:00,2,150
5002,Doraemon,2025-02-05 11:09:30+00:00,2025-02-05 11:09:40+00:00,3,210
5003,Scooby_Doo,2025-02-05 14:37:30+00:00,2025-02-05 14:37:40+00:00,1,35
5004,Tom,2025-02-05 14:34:00+00:00,2025-02-05 14:34:10+00:00,1,75
5005,Bugs_Bunny,2025-02-05 14:24:20+00:00,2025-02-05 14:24:30+00:00,2,95
5006,Mickey,2025-02-05 14:22:20+00:00,2025-02-05 14:22:30+00:00,1,80
5007,Bugs_Bunny,2025-02-05 14:18:30+00:00,2025-02-05 14:18:40+00:00,4,185
5008,Pikachu,2025-02-05 13:52:50+00:00,2025-02-05 13:53:00+00:00,2,130
5009,Jerry,2025-02-05 13:37:10+00:00,2025-02-05 13:37:20+00:00,1,50
5010,Jerry,2025-02-05 13:34:30+00:00,2025-02-05 13:34:40+00:00,1,35
5011,Bugs_Bunny,2025-02-05 13:27:20+00:00,2025-02-05 13:27:30+00:00,1,30
5012,Jerry,2025-02-05 13:04:30+00:00,2025-02-05 13:04:40+00:00,2,85
5013,Scooby_Doo,2025-02-05 12:59:40+00:00,2025-02-05 12:59:50+00:00,1,35
5014,Pikachu,2025-02-05 12:55:40+00:00,2025-02-05 12:55:50+00:00,2,95
5015,Homer_Simpson,2025-02-05 12:47:40+00:00,2025-02-05 12:47:50+00:00,1,75
5016,Mickey,2025-02-05 12:32:10+00:00,2025-02-05 12:32:20+00:00,2,200
5017,Jerry,2025-02-05 12:27:20+00:00,2025-02-05 12:27:30+00:00,1,35
5018,Tom,2025-02-05 12:26:10+00:00,2025-02-05 12:26:20+00:00,2,90
5019,Doraemon,2025-02-05 12:25:20+00:00,2025-02-05 12:25:30+00:00,1,75
5020,Scooby_Doo,2025-02-05 12:23:10+00:00,2025-02-05 12:23:20+00:00,1,40
5021,Scooby_Doo,2025-02-05 12:22:40+00:00,2025-02-05 12:22:50+00:00,2,65
5022,Doraemon,2025-02-05 12:21:10+00:00,2025-02-05 12:21:20+00:00,1,70
5023,Pikachu,2025-02-05 12:20:40+00:00,2025-02-05 12:20:50+00:00,1,60
5024,Mickey,2025-02-05 12:19:30+00:00,2025-02-05 12:19:40+00:00,1,80
5025,Doraemon,2025-02-05 12:14:00+00:00,2025-02-05 12:14:10+00:00,1,70
5026,Homer_Simpson,2025-02-05 12:12:30+00:00,2025-02-05 12:12:40+00:00,2,125
5027,Mickey,2025-02-05 12:12:10+00:00,2025-02-05 12:12:20+00:00,1,80
5028,SpongeBob,2025-02-05 12:11:40+00:00,2025-02-05 12:11:50+00:00,2,155
5029,Homer_Simpson,2025-02-05 12:03:50+00:00,2025-02-05 12:04:00+00:00,1,50
5030,Jerry,2025-02-05 12:01:40+00:00,2025-02-05 12:01:50+00:00,2,100
5031,SpongeBob,2025-02-05 11:55:00+00:00,2025-02-05 11:55:10+00:00,1,75
5032,SpongeBob,2025-02-05 11:47:40+00:00,2025-02-05 11:47:50+00:00,3,150
5033,Pikachu,2025-02-05 11:41:30+00:00,2025-02-05 11:41:40+00:00,1,30
5034,Bugs_Bunny,2025-02-05 11:39:40+00:00,2025-02-05 11:39:50+00:00,1,30
5035,Scooby_Doo,2025-02-05 11:37:50+00:00,2025-02-05 11:38:00+00:00,1,35
5036,Tom,2025-02-05 11:20:50+00:00,2025-02-05 11:21:00+00:00,4,250
5037,SpongeBob,2025-02-05 11:10:00+00:00,2025-02-05 11:10:10+00:00,2,125
5038,Doraemon,2025-02-05 11:04:20+00:00,2025-02-05 11:04:30+00:00,3,170
5039,SpongeBob,2025-02-05 11:02:50+00:00,2025-02-05 11:03:00+00:00,1,60
5040,Jerry,2025-02-05 14:46:10+00:00,2025-02-05 14:46:20+00:00,3,155
5041,Homer_Simpson,2025-02-05 14:40:00+00:00,2025-02-05 14:40:10+00:00,1,35
5042,Mickey,2025-02-05 14:29:40+00:00,2025-02-05 14:29:50+00:00,2,200
5043,Tom,2025-02-05 14:29:30+00:00,2025-02-05 14:29:40+00:00,1,75
5044,SpongeBob,2025-02-05 14:27:30+00:00,2025-02-05 14:27:40+00:00,3,170
5045,Tom,2025-02-05 14:21:10+00:00,2025-02-05 14:21:20+00:00,1,75
5046,Jerry,2025-02-05 14:18:40+00:00,2025-02-05 14:18:50+00:00,2,85
5047,Mickey,2025-02-05 14:14:20+00:00,2025-02-05 14:14:30+00:00,2,180
5048,SpongeBob,2025-02-05 14:13:40+00:00,2025-02-05 14:13:50+00:00,2,150
5049,Doraemon,2025-02-05 14:13:10+00:00,2025-02-05 14:13:20+00:00,1,100
5050,Scooby_Doo,2025-02-05 14:10:30+00:00,2025-02-05 14:10:40+00:00,2,95
5051,Mickey,2025-02-05 14:08:40+00:00,2025-02-05 14:08:50+00:00,3,180
5052,Bugs_Bunny,2025-02-05 14:07:20+00:00,2025-02-05 14:07:30+00:00,1,30
5053,Doraemon,2025-02-05 13:54:50+00:00,2025-02-05 13:55:00+00:00,1,75
5054,SpongeBob,2025-02-05 13:34:50+00:00,2025-02-05 13:35:00+00:00,2,125
5055,Mickey,2025-02-05 13:32:30+00:00,2025-02-05 13:32:40+00:00,1,100
5056,SpongeBob,2025-02-05 12:39:40+00:00,2025-02-05 12:39:50+00:00,1,75
5057,Pikachu,2025-02-05 11:57:50+00:00,2025-02-05 11:58:00+00:00,2,100
5058,Tom,2025-02-05 11:53:50+00:00,2025-02-05 11:54:00+00:00,1,80
5059,Homer_Simpson,2025-02-05 11:43:30+00:00,2025-02-05 11:43:40+00:00,2,120
5060,SpongeBob,2025-02-05 11:43:20+00:00,2025-02-05 11:43:30+00:00,2,125
5061,Pikachu,2025-02-05 11:42:50+00:00,2025-02-05 11:43:00+00:00,1,50
5062,SpongeBob,2025-02-05 11:17:40+00:00,2025-02-05 11:17:50+00:00,2,100
5063,Pikachu,2025-02-05 11:14:50+00:00,2025-02-05 11:15:00+00:00,2,135
5064,Bugs_Bunny,2025-02-05 11:11:00+00:00,2025-02-05 11:11:10+00:00,3,210
5065,Scooby_Doo,2025-02-05 11:02:10+00:00,2025-02-05 11:02:20+00:00,3,165
5066,Homer_Simpson,2025-02-05 14:57:10+00:00,2025-02-05 14:57:20+00:00,1,75
5067,Jerry,2025-02-05 14:28:10+00:00,2025-02-05 14:28:20+00:00,2,70
5068,Doraemon,2025-02-05 14:26:30+00:00,2025-02-05 14:26:40+00:00,1,70
5069,Tom,2025-02-05 14:26:10+00:00,2025-02-05 14:26:20+00:00,2,150
5070,Homer_Simpson,2025-02-05 14:16:30+00:00,2025-02-05 14:16:40+00:00,2,125
5071,Jerry,2025-02-05 13:55:40+00:00,2025-02-05 13:55:50+00:00,1,50
5072,Mickey,2025-02-05 13:52:40+00:00,2025-02-05 13:52:50+00:00,1,80
5073,SpongeBob,2025-02-05 13:50:10+00:00,2025-02-05 13:50:20+00:00,1,75
5074,Homer_Simpson,2025-02-05 13:47:30+00:00,2025-02-05 13:47:40+00:00,2,110
5075,Tom,2025-02-05 13:45:40+00:00,2025-02-05 13:45:50+00:00,3,135
5076,Mickey,2025-02-05 13:37:40+00:00,2025-02-05 13:37:50+00:00,2,200
5077,Tom,2025-02-05 13:11:00+00:00,2025-02-05 13:11:10+00:00,2,90
5078,Tom,2025-02-05 12:56:40+00:00,2025-02-05 12:56:50+00:00,2,80
5079,Scooby_Doo,2025-02-05 12:46:30+00:00,2025-02-05 12:46:40+00:00,1,35
5080,Jerry,2025-02-05 12:31:50+00:00,2025-02-05 12:32:00+00:00,4,225
5081,Doraemon,2025-02-05 12:30:20+00:00,2025-02-05 12:30:30+00:00,1,70
5082,Doraemon,2025-02-05 12:29:20+00:00,2025-02-05 12:29:30+00:00,1,100
5083,Jerry,2025-02-05 12:29:10+00:00,2025-02-05 12:29:20+00:00,2,70
5084,Doraemon,2025-02-05 12:23:20+00:00,2025-02-05 12:23:30+00:00,1,75
5085,Scooby_Doo,2025-02-05 12:14:50+00:00,2025-02-05 12:15:00+00:00,1,60
5086,SpongeBob,2025-02-05 11:53:10+00:00,2025-02-05 11:53:20+00:00,1,70
5087,Homer_Simpson,2025-02-05 11:26:30+00:00,2025-02-05 11:26:40+00:00,3,175
5088,Doraemon,2025-02-05 11:22:50+00:00,2025-02-05 11:23:00+00:00,1,60
5089,SpongeBob,2025-02-05 11:22:40+00:00,2025-02-05 11:22:50+00:00,1,50
5090,Scooby_Doo,2025-02-05 11:22:10+00:00,2025-02-05 11:22:20+00:00,3,175
5091,Homer_Simpson,2025-02-05 11:20:20+00:00,2025-02-05 11:20:30+00:00,1,75
5092,Scooby_Doo,2025-02-05 11:17:00+00:00,2025-02-05 11:17:10+00:00,1,40
5093,Homer_Simpson,2025-02-05 11:13:00+00:00,2025-02-05 11:13:10+00:00,2,100
5094,Bugs_Bunny,2025-02-05 11:12:30+00:00,2025-02-05 11:12:40+00:00,1,30
5095,Tom,2025-02-05 11:09:20+00:00,2025-02-05 11:09:30+00:00,1,75
5096,Jerry,2025-02-05 11:08:20+00:00,2025-02-05 11:08:30+00:00,2,85
5097,Scooby_Doo,2025-02-05 11:04:10+00:00,2025-02-05 11:04:20+00:00,2,95
5098,SpongeBob,2025-02-05 14:38:50+00:00,2025-02-05 14:39:00+00:00,3,210
5099,Doraemon,2025-02-05 14:36:40+00:00,2025-02-05 14:36:50+00:00,1,75
5100,Tom,2025-02-05 14:36:30+00:00,2025-02-05 14:36:40+00:00,1,75
5101,Mickey,2025-02-05 14:29:10+00:00,2025-02-05 14:29:20+00:00,1,100
5102,Jerry,2025-02-05 14:09:40+00:00,2025-02-05 14:09:50+00:00,1,35
5103,Mickey,2025-02-05 13:48:00+00:00,2025-02-05 13:48:10+00:00,1,80
5104,Homer_Simpson,2025-02-05 13:44:20+00:00,2025-02-05 13:44:30+00:00,1,75
5105,Homer_Simpson,2025-02-05 13:41:50+00:00,2025-02-05 13:42:00+00:00,1,75
5106,Jerry,2025-02-05 13:38:10+00:00,2025-02-05 13:38:20+00:00,3,135
5107,Scooby_Doo,2025-02-05 13:37:20+00:00,2025-02-05 13:37:30+00:00,1,60
5108,Tom,2025-02-05 13:28:40+00:00,2025-02-05 13:28:50+00:00,3,225
5109,SpongeBob,2025-02-05 13:06:50+00:00,2025-02-05 13:07:00+00:00,1,75
5110,SpongeBob,2025-02-05 12:57:50+00:00,2025-02-05 12:58:00+00:00,1,75
5111,Jerry,2025-02-05 12:57:40+00:00,2025-02-05 12:57:50+00:00,2,200
5112,Bugs_Bunny,2025-02-05 12:49:50+00:00,2025-02-05 12:50:00+00:00,1,45
5113,SpongeBob,2025-02-05 12:40:20+00:00,2025-02-05 12:40:30+00:00,2,125
5114,Jerry,2025-02-05 12:39:00+00:00,2025-02-05 12:39:10+00:00,1,35
5115,Tom,2025-02-05 12:17:50+00:00,2025-02-05 12:18:00+00:00,1,50
5116,Mickey,2025-02-05 12:04:10+00:00,2025-02-05 12:04:20+00:00,3,160
5117,Jerry,2025-02-05 12:02:00+00:00,2025-02-05 12:02:10+00:00,2,70
5118,Homer_Simpson,2025-02-05 11:59:10+00:00,2025-02-05 11:59:20+00:00,2,125
5119,Scooby_Doo,2025-02-05 11:58:50+00:00,2025-02-05 11:59:00+00:00,1,60
5120,Homer_Simpson,2025-02-05 11:44:10+00:00,2025-02-05 11:44:20+00:00,2,100
5121,Doraemon,2025-02-05 11:42:00+00:00,2025-02-05 11:42:10+00:00,1,60
5122,Scooby_Doo,2025-02-05 11:25:20+00:00,2025-02-05 11:25:30+00:00,1,35
5123,Mickey,2025-02-05 11:24:10+00:00,2025-02-05 11:24:20+00:00,1,100
5124,Doraemon,2025-02-05 11:22:30+00:00,2025-02-05 11:22:40+00:00,1,70
5125,Mickey,2025-02-05 11:20:00+00:00,2025-02-05 11:20:10+00:00,1,80
5126,Bugs_Bunny,2025-02-05 11:15:30+00:00,2025-02-05 11:15:40+00:00,1,45
5127,SpongeBob,2025-02-05 14:47:30+00:00,2025-02-05 14:47:40+00:00,1,75
5128,Pikachu,2025-02-05 14:38:40+00:00,2025-02-05 14:38:50+00:00,1,80
5129,Pikachu,2025-02-05 14:32:40+00:00,2025-02-05 14:32:50+00:00,2,200
5130,Bugs_Bunny,2025-02-05 14:31:20+00:00,2025-02-05 14:31:30+00:00,1,50
5131,Homer_Simpson,2025-02-05 14:28:50+00:00,2025-02-05 14:29:00+00:00,1,50
5132,Jerry,2025-02-05 14:24:50+00:00,2025-02-05 14:25:00+00:00,1,50
5133,Mickey,2025-02-05 14:16:50+00:00,2025-02-05 14:17:00+00:00,2,160
5134,Tom,2025-02-05 14:12:00+00:00,2025-02-05 14:12:10+00:00,2,150
